ID,GC_Content
lcl|NC_002695.2_cds_NP_308542.1_482,0.538
lcl|NC_002695.2_cds_NP_308543.1_483,0.54
lcl|NC_002695.2_cds_NP_308544.1_484,0.449
lcl|NC_002695.2_cds_NP_308545.1_485,0.519
lcl|NC_002695.2_cds_NP_308546.1_486,0.485
lcl|NC_002695.2_cds_NP_308547.1_487,0.583
lcl|NC_002695.2_cds_NP_308548.1_488,0.524
lcl|NC_002695.2_cds_NP_308549.1_489,0.538
lcl|NC_002695.2_cds_NP_308550.1_490,0.576
lcl|NC_002695.2_cds_NP_308551.1_491,0.518
lcl|NC_002695.2_cds_NP_308552.1_492,0.573
lcl|NC_002695.2_cds_NP_308553.1_493,0.527
lcl|NC_002695.2_cds_NP_308554.2_494,0.506
lcl|NC_002695.2_cds_NP_308555.1_495,0.539
lcl|NC_002695.2_cds_NP_308556.1_496,0.518
lcl|NC_002695.2_cds_NP_308557.1_497,0.52
lcl|NC_002695.2_cds_NP_308558.1_498,0.552
lcl|NC_002695.2_cds_NP_308559.1_499,0.523
lcl|NC_002695.2_cds_NP_308560.1_500,0.508
lcl|NC_002695.2_cds_NP_308561.1_501,0.515
lcl|NC_002695.2_cds_NP_308562.1_502,0.535
lcl|NC_002695.2_cds_NP_308563.3_503,0.432
lcl|NC_002695.2_cds_NP_308564.1_504,0.582
lcl|NC_002695.2_cds_NP_308565.1_505,0.537
lcl|NC_002695.2_cds_NP_308566.1_506,0.538
lcl|NC_002695.2_cds_NP_308567.1_507,0.515
lcl|NC_002695.2_cds_NP_308568.1_508,0.588
lcl|NC_002695.2_cds_NP_308569.1_509,0.611
lcl|NC_002695.2_cds_NP_308570.2_510,0.571
lcl|NC_002695.2_cds_NP_308571.1_511,0.568
lcl|NC_002695.2_cds_NP_308572.1_512,0.564
lcl|NC_002695.2_cds_NP_308573.1_513,0.437
lcl|NC_002695.2_cds_NP_308575.1_514,0.486
lcl|NC_002695.2_cds_NP_308576.1_515,0.441
lcl|NC_002695.2_cds_NP_308578.2_516,0.58
lcl|NC_002695.2_cds_NP_308579.1_517,0.527
lcl|NC_002695.2_cds_NP_308580.1_518,0.454
lcl|NC_002695.2_cds_NP_308581.2_519,0.462
lcl|NC_002695.2_cds_NP_308582.2_520,0.56
lcl|NC_002695.2_cds_NP_308583.1_521,0.547
lcl|NC_002695.2_cds_NP_308585.2_522,0.535
lcl|NC_002695.2_cds_NP_308584.2_523,0.569
lcl|NC_002695.2_cds_NP_308586.1_524,0.578
lcl|NC_002695.2_cds_NP_308587.2_525,0.612
lcl|NC_002695.2_cds_NP_308588.1_526,0.28
lcl|NC_002695.2_cds_NP_308590.2_527,0.5
lcl|NC_002695.2_cds_NP_308591.1_528,0.551
lcl|NC_002695.2_cds_NP_308592.1_529,0.52
lcl|NC_002695.2_cds_NP_308593.1_530,0.507
lcl|NC_002695.2_cds_NP_308594.1_531,0.531
lcl|NC_002695.2_cds_NP_308595.1_532,0.536
lcl|NC_002695.2_cds_NP_308596.1_533,0.449
lcl|NC_002695.2_cds_NP_308597.1_534,0.506
lcl|NC_002695.2_cds_NP_308599.1_535,0.476
lcl|NC_002695.2_cds_NP_308602.2_536,0.514
lcl|NC_002695.2_cds_NP_308603.1_537,0.564
lcl|NC_002695.2_cds_NP_308604.1_538,0.463
lcl|NC_002695.2_cds_NP_308605.1_539,0.519
lcl|NC_002695.2_cds_NP_308606.1_540,0.527
lcl|NC_002695.2_cds_NP_308607.1_541,0.559
lcl|NC_002695.2_cds_NP_308608.2_542,0.572
lcl|NC_002695.2_cds_NP_308609.1_543,0.566
lcl|NC_002695.2_cds_NP_308610.1_544,0.569
lcl|NC_002695.2_cds_NP_308611.1_545,0.57
lcl|NC_002695.2_cds_NP_308612.1_546,0.575
lcl|NC_002695.2_cds_NP_308613.1_547,0.533
lcl|NC_002695.2_cds_NP_308614.1_548,0.479
lcl|NC_002695.2_cds_NP_308615.1_549,0.547
lcl|NC_002695.2_cds_NP_308616.1_550,0.531
lcl|NC_002695.2_cds_NP_308617.2_551,0.559
lcl|NC_002695.2_cds_NP_308618.1_552,0.546
lcl|NC_002695.2_cds_NP_308619.2_553,0.446
lcl|NC_002695.2_cds_NP_308620.1_554,0.421
lcl|NC_002695.2_cds_NP_308621.1_555,0.477
lcl|NC_002695.2_cds_NP_308622.2_556,0.451
lcl|NC_002695.2_cds_NP_308623.1_557,0.496
lcl|NC_002695.2_cds_NP_308624.1_558,0.367
lcl|NC_002695.2_cds_NP_308625.1_559,0.462
lcl|NC_002695.2_cds_NP_308626.1_560,0.523
lcl|NC_002695.2_cds_NP_308627.1_561,0.551
lcl|NC_002695.2_cds_NP_308628.1_562,0.524
lcl|NC_002695.2_cds_NP_308629.1_563,0.414
lcl|NC_002695.2_cds_NP_308630.1_564,0.533
lcl|NC_002695.2_cds_NP_308631.1_565,0.289
lcl|NC_002695.2_cds_NP_308632.1_566,0.58
lcl|NC_002695.2_cds_NP_308633.1_567,0.543
lcl|NC_002695.2_cds_NP_308634.1_568,0.569
lcl|NC_002695.2_cds_NP_308635.1_569,0.528
lcl|NC_002695.2_cds_NP_308636.1_570,0.548
lcl|NC_002695.2_cds_NP_308637.1_571,0.514
lcl|NC_002695.2_cds_NP_308638.1_572,0.453
lcl|NC_002695.2_cds_NP_308639.1_573,0.559
lcl|NC_002695.2_cds_NP_308640.1_574,0.553
lcl|NC_002695.2_cds_NP_308641.1_575,0.53
lcl|NC_002695.2_cds_NP_308642.1_576,0.477
lcl|NC_002695.2_cds_NP_308643.1_577,0.511
lcl|NC_002695.2_cds_NP_308644.1_578,0.477
lcl|NC_002695.2_cds_NP_308645.1_579,0.502
lcl|NC_002695.2_cds_NP_308646.1_580,0.524
lcl|NC_002695.2_cds_NP_308647.1_581,0.49
lcl|NC_002695.2_cds_NP_308648.2_582,0.477
lcl|NC_002695.2_cds_NP_308649.3_583,0.483
lcl|NC_002695.2_cds_NP_308650.1_584,0.54
lcl|NC_002695.2_cds_NP_308651.2_585,0.543
lcl|NC_002695.2_cds_YP_009502592.1_586,0.548
lcl|NC_002695.2_cds_NP_308652.1_587,0.562
lcl|NC_002695.2_cds_NP_308653.1_588,0.446
lcl|NC_002695.2_cds_NP_308654.1_589,0.542
lcl|NC_002695.2_cds_NP_308655.1_590,0.574
lcl|NC_002695.2_cds_NP_308656.1_591,0.608
lcl|NC_002695.2_cds_NP_308657.1_592,0.582
lcl|NC_002695.2_cds_NP_308658.1_593,0.554
lcl|NC_002695.2_cds_NP_308659.1_594,0.563
lcl|NC_002695.2_cds_NP_308660.1_595,0.557
lcl|NC_002695.2_cds_NP_308661.1_596,0.552
lcl|NC_002695.2_cds_NP_308662.1_597,0.577
lcl|NC_002695.2_cds_NP_308663.1_598,0.582
lcl|NC_002695.2_cds_NP_308664.1_599,0.568
lcl|NC_002695.2_cds_YP_009502593.1_600,0.52
lcl|NC_002695.2_cds_NP_308665.1_601,0.556
lcl|NC_002695.2_cds_NP_308666.1_602,0.542
lcl|NC_002695.2_cds_NP_308667.1_603,0.47
lcl|NC_002695.2_cds_NP_308668.1_604,0.477
lcl|NC_002695.2_cds_NP_308669.1_605,0.386
lcl|NC_002695.2_cds_NP_308670.3_606,0.471
lcl|NC_002695.2_cds_NP_308671.1_607,0.5
lcl|NC_002695.2_cds_NP_308672.1_608,0.525
lcl|NC_002695.2_cds_NP_308673.1_609,0.492
lcl|NC_002695.2_cds_NP_308674.1_610,0.504
lcl|NC_002695.2_cds_NP_308676.1_611,0.545
lcl|NC_002695.2_cds_NP_308677.1_612,0.517
lcl|NC_002695.2_cds_NP_308678.1_613,0.507
lcl|NC_002695.2_cds_NP_308679.1_614,0.549
lcl|NC_002695.2_cds_NP_308680.1_615,0.582
lcl|NC_002695.2_cds_NP_308681.1_616,0.559
lcl|NC_002695.2_cds_NP_308682.2_617,0.572
lcl|NC_002695.2_cds_NP_308683.1_618,0.556
lcl|NC_002695.2_cds_NP_308684.2_619,0.51
lcl|NC_002695.2_cds_NP_308685.1_620,0.5
lcl|NC_002695.2_cds_NP_308686.1_621,0.507
lcl|NC_002695.2_cds_NP_308687.1_622,0.509
lcl|NC_002695.2_cds_NP_308688.1_623,0.465
lcl|NC_002695.2_cds_NP_308689.1_624,0.438
lcl|NC_002695.2_cds_NP_308690.1_625,0.495
lcl|NC_002695.2_cds_NP_308691.1_626,0.541
lcl|NC_002695.2_cds_NP_308692.1_627,0.5
lcl|NC_002695.2_cds_NP_308693.1_628,0.537
lcl|NC_002695.2_cds_NP_308694.2_629,0.447
lcl|NC_002695.2_cds_NP_308695.2_630,0.475
lcl|NC_002695.2_cds_NP_308696.1_631,0.462
lcl|NC_002695.2_cds_NP_308697.2_632,0.496
lcl|NC_002695.2_cds_NP_308698.1_633,0.574
lcl|NC_002695.2_cds_NP_308699.1_634,0.519
lcl|NC_002695.2_cds_NP_308700.1_635,0.527
lcl|NC_002695.2_cds_NP_308701.1_636,0.585
lcl|NC_002695.2_cds_NP_308702.2_637,0.506
lcl|NC_002695.2_cds_NP_308703.1_638,0.503
lcl|NC_002695.2_cds_NP_308704.1_639,0.495
lcl|NC_002695.2_cds_NP_308705.1_640,0.523
lcl|NC_002695.2_cds_NP_308706.1_641,0.515
lcl|NC_002695.2_cds_NP_308707.1_642,0.531
lcl|NC_002695.2_cds_NP_308708.1_643,0.526
lcl|NC_002695.2_cds_NP_308710.1_644,0.453
lcl|NC_002695.2_cds_NP_308711.1_645,0.472
lcl|NC_002695.2_cds_NP_308712.1_646,0.427
lcl|NC_002695.2_cds_NP_308713.1_647,0.479
lcl|NC_002695.2_cds_NP_308716.1_648,0.501
lcl|NC_002695.2_cds_NP_308717.1_649,0.509
lcl|NC_002695.2_cds_NP_308718.1_650,0.511
lcl|NC_002695.2_cds_NP_308719.1_651,0.508
lcl|NC_002695.2_cds_NP_308720.1_652,0.525
lcl|NC_002695.2_cds_NP_308721.1_653,0.487
lcl|NC_002695.2_cds_NP_308722.1_654,0.556
lcl|NC_002695.2_cds_NP_308723.1_655,0.516
lcl|NC_002695.2_cds_NP_308724.1_656,0.519
lcl|NC_002695.2_cds_NP_308725.3_657,0.541
lcl|NC_002695.2_cds_NP_308726.1_658,0.54
lcl|NC_002695.2_cds_NP_308727.1_659,0.563
lcl|NC_002695.2_cds_NP_308731.1_660,0.521
lcl|NC_002695.2_cds_NP_308732.1_661,0.533
lcl|NC_002695.2_cds_NP_308733.1_662,0.532
lcl|NC_002695.2_cds_NP_308734.1_663,0.521
lcl|NC_002695.2_cds_NP_308735.1_664,0.487
lcl|NC_002695.2_cds_NP_308736.1_665,0.548
lcl|NC_002695.2_cds_NP_308737.1_666,0.524
lcl|NC_002695.2_cds_NP_308740.1_667,0.495
lcl|NC_002695.2_cds_NP_308741.1_668,0.485
lcl|NC_002695.2_cds_NP_308742.1_669,0.488
lcl|NC_002695.2_cds_NP_308743.1_670,0.534
lcl|NC_002695.2_cds_NP_308744.1_671,0.506
lcl|NC_002695.2_cds_NP_308745.1_672,0.493
lcl|NC_002695.2_cds_NP_308746.1_673,0.551
lcl|NC_002695.2_cds_NP_308747.1_674,0.507
lcl|NC_002695.2_cds_NP_308748.1_675,0.487
lcl|NC_002695.2_cds_NP_308749.1_676,0.566
lcl|NC_002695.2_cds_NP_308750.1_677,0.578
lcl|NC_002695.2_cds_NP_308751.1_678,0.539
lcl|NC_002695.2_cds_NP_308752.1_679,0.56
lcl|NC_002695.2_cds_NP_308753.1_680,0.553
lcl|NC_002695.2_cds_NP_308754.1_681,0.5
lcl|NC_002695.2_cds_NP_308755.1_682,0.507
lcl|NC_002695.2_cds_NP_308756.1_683,0.595
lcl|NC_002695.2_cds_NP_308757.1_684,0.376
lcl|NC_002695.2_cds_NP_308758.1_685,0.423
lcl|NC_002695.2_cds_NP_308759.1_686,0.5
lcl|NC_002695.2_cds_NP_308760.1_687,0.537
lcl|NC_002695.2_cds_NP_308761.1_688,0.517
lcl|NC_002695.2_cds_NP_308762.1_689,0.535
lcl|NC_002695.2_cds_NP_308763.1_690,0.575
lcl|NC_002695.2_cds_NP_308764.1_691,0.558
lcl|NC_002695.2_cds_NP_308765.1_692,0.567
lcl|NC_002695.2_cds_NP_308766.1_693,0.521
lcl|NC_002695.2_cds_NP_308767.2_694,0.565
lcl|NC_002695.2_cds_NP_308768.1_695,0.469
lcl|NC_002695.2_cds_NP_308769.1_696,0.526
lcl|NC_002695.2_cds_NP_308771.2_697,0.457
lcl|NC_002695.2_cds_NP_308772.1_698,0.502
lcl|NC_002695.2_cds_NP_308773.2_699,0.489
lcl|NC_002695.2_cds_NP_308774.1_700,0.517
lcl|NC_002695.2_cds_NP_308775.1_701,0.559
lcl|NC_002695.2_cds_NP_308776.1_702,0.517
lcl|NC_002695.2_cds_NP_308778.1_703,0.556
lcl|NC_002695.2_cds_NP_308779.1_704,0.557
lcl|NC_002695.2_cds_NP_308780.1_705,0.548
lcl|NC_002695.2_cds_NP_308781.1_706,0.53
lcl|NC_002695.2_cds_NP_308782.1_707,0.445
lcl|NC_002695.2_cds_NP_308783.3_708,0.531
lcl|NC_002695.2_cds_NP_308784.1_709,0.491
lcl|NC_002695.2_cds_NP_308785.3_710,0.489
lcl|NC_002695.2_cds_NP_308786.1_711,0.381
lcl|NC_002695.2_cds_NP_308787.1_712,0.55
lcl|NC_002695.2_cds_NP_308788.1_713,0.535
lcl|NC_002695.2_cds_NP_308789.1_714,0.526
lcl|NC_002695.2_cds_NP_308790.1_715,0.531
lcl|NC_002695.2_cds_NP_308791.1_716,0.498
lcl|NC_002695.2_cds_NP_308793.1_717,0.364
lcl|NC_002695.2_cds_NP_308794.1_718,0.382
lcl|NC_002695.2_cds_NP_308795.2_719,0.529
lcl|NC_002695.2_cds_NP_308796.1_720,0.539
lcl|NC_002695.2_cds_YP_009502594.1_721,0.526
lcl|NC_002695.2_cds_NP_308797.1_722,0.5
lcl|NC_002695.2_cds_NP_308798.1_723,0.494
lcl|NC_002695.2_cds_NP_308799.1_724,0.502
lcl|NC_002695.2_cds_NP_308800.1_725,0.515
lcl|NC_002695.2_cds_NP_308801.1_726,0.524
lcl|NC_002695.2_cds_NP_308802.1_727,0.534
lcl|NC_002695.2_cds_NP_308803.1_728,0.513
lcl|NC_002695.2_cds_NP_308804.1_729,0.495
lcl|NC_002695.2_cds_NP_308805.1_730,0.509
lcl|NC_002695.2_cds_NP_308806.1_731,0.478
lcl|NC_002695.2_cds_NP_308807.1_732,0.534
lcl|NC_002695.2_cds_NP_308808.1_733,0.517
lcl|NC_002695.2_cds_NP_308809.1_734,0.516
lcl|NC_002695.2_cds_NP_308810.1_735,0.515
lcl|NC_002695.2_cds_NP_308811.1_736,0.551
lcl|NC_002695.2_cds_NP_308812.1_737,0.527
lcl|NC_002695.2_cds_NP_308813.1_738,0.551
lcl|NC_002695.2_cds_NP_308814.3_739,0.544
lcl|NC_002695.2_cds_NP_308815.1_740,0.525
lcl|NC_002695.2_cds_NP_308816.1_741,0.525
lcl|NC_002695.2_cds_NP_308817.1_742,0.413
lcl|NC_002695.2_cds_NP_308818.1_743,0.505
lcl|NC_002695.2_cds_NP_308819.1_744,0.541
lcl|NC_002695.2_cds_NP_308820.1_745,0.534
lcl|NC_002695.2_cds_NP_308821.1_746,0.518
lcl|NC_002695.2_cds_NP_308822.1_747,0.546
lcl|NC_002695.2_cds_NP_308823.3_748,0.441
lcl|NC_002695.2_cds_NP_308824.1_749,0.487
lcl|NC_002695.2_cds_NP_308825.1_750,0.499
lcl|NC_002695.2_cds_NP_308826.2_751,0.512
lcl|NC_002695.2_cds_NP_308827.1_752,0.537
lcl|NC_002695.2_cds_NP_308829.1_753,0.446
lcl|NC_002695.2_cds_NP_308831.2_754,0.388
lcl|NC_002695.2_cds_NP_308832.1_755,0.482
lcl|NC_002695.2_cds_NP_308833.2_756,0.486
lcl|NC_002695.2_cds_NP_308834.1_757,0.443
lcl|NC_002695.2_cds_NP_308835.1_758,0.492
lcl|NC_002695.2_cds_NP_308836.1_759,0.532
lcl|NC_002695.2_cds_NP_308839.1_760,0.492
lcl|NC_002695.2_cds_NP_308840.1_761,0.45
lcl|NC_002695.2_cds_NP_308841.1_762,0.394
lcl|NC_002695.2_cds_NP_308842.1_763,0.461
lcl|NC_002695.2_cds_NP_308843.3_764,0.363
lcl|NC_002695.2_cds_NP_303550.1_765,0.454
lcl|NC_002695.2_cds_NP_308845.1_766,0.472
lcl|NC_002695.2_cds_NP_308846.1_767,0.514
lcl|NC_002695.2_cds_NP_308847.1_768,0.517
lcl|NC_002695.2_cds_NP_308848.1_769,0.536
lcl|NC_002695.2_cds_NP_308849.1_770,0.471
lcl|NC_002695.2_cds_NP_308851.1_771,0.516
lcl|NC_002695.2_cds_NP_308852.1_772,0.545
lcl|NC_002695.2_cds_NP_308853.2_773,0.55
lcl|NC_002695.2_cds_NP_308856.2_774,0.515
lcl|NC_002695.2_cds_NP_308857.2_775,0.512
lcl|NC_002695.2_cds_NP_308858.1_776,0.522
lcl|NC_002695.2_cds_NP_308859.1_777,0.56
lcl|NC_002695.2_cds_NP_308860.1_778,0.532
lcl|NC_002695.2_cds_NP_308861.1_779,0.558
lcl|NC_002695.2_cds_NP_308862.1_780,0.53
lcl|NC_002695.2_cds_NP_308863.1_781,0.558
lcl|NC_002695.2_cds_NP_308864.1_782,0.535
lcl|NC_002695.2_cds_NP_308865.1_783,0.524
lcl|NC_002695.2_cds_NP_308866.1_784,0.561
lcl|NC_002695.2_cds_NP_308867.2_785,0.591
lcl|NC_002695.2_cds_NP_308868.2_786,0.579
lcl|NC_002695.2_cds_NP_308869.1_787,0.563
lcl|NC_002695.2_cds_NP_308870.1_788,0.542
lcl|NC_002695.2_cds_NP_308871.1_789,0.582
lcl|NC_002695.2_cds_NP_308872.2_790,0.481
lcl|NC_002695.2_cds_NP_308873.1_791,0.338
lcl|NC_002695.2_cds_NP_308874.2_792,0.438
lcl|NC_002695.2_cds_NP_308875.1_793,0.399
lcl|NC_002695.2_cds_NP_308876.1_794,0.474
lcl|NC_002695.2_cds_NP_308877.1_795,0.441
lcl|NC_002695.2_cds_NP_308878.1_796,0.528
lcl|NC_002695.2_cds_NP_308879.1_797,0.56
lcl|NC_002695.2_cds_NP_308880.1_798,0.542
lcl|NC_002695.2_cds_NP_308881.1_799,0.579
lcl|NC_002695.2_cds_NP_308882.1_800,0.567
lcl|NC_002695.2_cds_NP_308883.1_801,0.547
lcl|NC_002695.2_cds_NP_308884.1_802,0.53
lcl|NC_002695.2_cds_NP_308885.1_803,0.518
lcl|NC_002695.2_cds_NP_308886.1_804,0.541
lcl|NC_002695.2_cds_NP_308887.1_805,0.52
lcl|NC_002695.2_cds_NP_308888.1_806,0.562
lcl|NC_002695.2_cds_NP_308889.1_807,0.561
lcl|NC_002695.2_cds_NP_308890.1_808,0.572
lcl|NC_002695.2_cds_NP_308891.1_809,0.482
lcl|NC_002695.2_cds_NP_308892.1_810,0.423
lcl|NC_002695.2_cds_NP_308893.1_811,0.533
lcl|NC_002695.2_cds_NP_308894.1_812,0.544
lcl|NC_002695.2_cds_NP_308895.1_813,0.554
lcl|NC_002695.2_cds_NP_308896.1_814,0.545
lcl|NC_002695.2_cds_NP_308897.1_815,0.524
lcl|NC_002695.2_cds_NP_308898.1_816,0.552
lcl|NC_002695.2_cds_NP_308899.2_817,0.557
lcl|NC_002695.2_cds_NP_308900.2_818,0.573
lcl|NC_002695.2_cds_NP_308901.2_819,0.543
lcl|NC_002695.2_cds_NP_308902.1_820,0.563
lcl|NC_002695.2_cds_NP_308903.1_821,0.348
lcl|NC_002695.2_cds_NP_308904.1_822,0.538
lcl|NC_002695.2_cds_NP_308905.1_823,0.558
lcl|NC_002695.2_cds_NP_308906.1_824,0.558
lcl|NC_002695.2_cds_NP_308907.1_825,0.502
lcl|NC_002695.2_cds_NP_308908.1_826,0.506
lcl|NC_002695.2_cds_NP_308909.3_827,0.52
lcl|NC_002695.2_cds_NP_308910.1_828,0.537
lcl|NC_002695.2_cds_NP_308911.2_829,0.529
lcl|NC_002695.2_cds_NP_308912.2_830,0.543
lcl|NC_002695.2_cds_NP_308913.1_831,0.534
lcl|NC_002695.2_cds_NP_308914.1_832,0.533
lcl|NC_002695.2_cds_NP_308915.1_833,0.535
lcl|NC_002695.2_cds_NP_308916.1_834,0.491
lcl|NC_002695.2_cds_NP_308917.1_835,0.486
lcl|NC_002695.2_cds_NP_308918.1_836,0.536
lcl|NC_002695.2_cds_NP_308919.1_837,0.514
lcl|NC_002695.2_cds_NP_308920.1_838,0.487
lcl|NC_002695.2_cds_NP_308921.1_839,0.532
lcl|NC_002695.2_cds_NP_308922.1_840,0.522
lcl|NC_002695.2_cds_NP_308923.1_841,0.533
lcl|NC_002695.2_cds_NP_308924.1_842,0.527
lcl|NC_002695.2_cds_NP_308925.1_843,0.556
lcl|NC_002695.2_cds_NP_308926.1_844,0.463
lcl|NC_002695.2_cds_NP_308929.1_845,0.547
lcl|NC_002695.2_cds_NP_308930.3_846,0.537
lcl|NC_002695.2_cds_NP_308931.1_847,0.559
lcl|NC_002695.2_cds_NP_308932.1_848,0.567
lcl|NC_002695.2_cds_NP_308935.2_849,0.541
lcl|NC_002695.2_cds_NP_308936.1_850,0.522
lcl|NC_002695.2_cds_NP_308937.1_851,0.54
lcl|NC_002695.2_cds_NP_308938.1_852,0.526
lcl|NC_002695.2_cds_NP_308939.1_853,0.416
lcl|NC_002695.2_cds_NP_308940.1_854,0.435
lcl|NC_002695.2_cds_YP_009502595.1_855,0.461
lcl|NC_002695.2_cds_YP_009502596.1_856,0.411
lcl|NC_002695.2_cds_NP_308942.1_857,0.526
lcl|NC_002695.2_cds_NP_308943.1_858,0.487
lcl|NC_002695.2_cds_NP_308944.1_859,0.517
lcl|NC_002695.2_cds_NP_308945.2_860,0.517
lcl|NC_002695.2_cds_NP_308946.1_861,0.52
lcl|NC_002695.2_cds_NP_308947.1_862,0.503
lcl|NC_002695.2_cds_NP_308948.1_863,0.521
lcl|NC_002695.2_cds_NP_308949.1_864,0.522
lcl|NC_002695.2_cds_NP_308950.2_865,0.534
lcl|NC_002695.2_cds_NP_308951.2_866,0.457
lcl|NC_002695.2_cds_NP_308952.1_867,0.553
lcl|NC_002695.2_cds_NP_308953.1_868,0.514
lcl|NC_002695.2_cds_NP_308954.1_869,0.515
lcl|NC_002695.2_cds_NP_308955.1_870,0.489
lcl|NC_002695.2_cds_NP_308956.1_871,0.457
lcl|NC_002695.2_cds_NP_308957.1_872,0.503
lcl|NC_002695.2_cds_NP_308958.1_873,0.524
lcl|NC_002695.2_cds_NP_308959.1_874,0.561
lcl|NC_002695.2_cds_NP_308960.1_875,0.486
lcl|NC_002695.2_cds_NP_308961.1_876,0.509
lcl|NC_002695.2_cds_NP_308962.1_877,0.544
lcl|NC_002695.2_cds_NP_308963.1_878,0.51
lcl|NC_002695.2_cds_NP_308964.1_879,0.548
lcl|NC_002695.2_cds_NP_308965.1_880,0.519
lcl|NC_002695.2_cds_NP_308966.1_881,0.549
lcl|NC_002695.2_cds_NP_308967.2_882,0.446
lcl|NC_002695.2_cds_NP_308968.1_883,0.38
lcl|NC_002695.2_cds_NP_308969.1_884,0.524
lcl|NC_002695.2_cds_NP_308970.1_885,0.469
lcl|NC_002695.2_cds_NP_308971.1_886,0.529
lcl|NC_002695.2_cds_NP_308972.1_887,0.547
lcl|NC_002695.2_cds_NP_308973.1_888,0.492
lcl|NC_002695.2_cds_NP_308974.1_889,0.525
lcl|NC_002695.2_cds_NP_308975.1_890,0.539
lcl|NC_002695.2_cds_NP_308976.1_891,0.328
lcl|NC_002695.2_cds_NP_308977.2_892,0.375
lcl|NC_002695.2_cds_NP_308979.1_893,0.546
lcl|NC_002695.2_cds_NP_308980.1_894,0.568
lcl|NC_002695.2_cds_NP_308981.2_895,0.544
lcl|NC_002695.2_cds_NP_308982.1_896,0.543
lcl|NC_002695.2_cds_NP_308983.1_897,0.56
lcl|NC_002695.2_cds_NP_308984.1_898,0.544
lcl|NC_002695.2_cds_NP_308985.1_899,0.554
lcl|NC_002695.2_cds_NP_308986.2_900,0.545
lcl|NC_002695.2_cds_NP_308987.1_901,0.488
lcl|NC_002695.2_cds_NP_308988.1_902,0.52
lcl|NC_002695.2_cds_NP_308989.1_903,0.529
lcl|NC_002695.2_cds_NP_308990.1_904,0.497
lcl|NC_002695.2_cds_NP_308991.2_905,0.534
lcl|NC_002695.2_cds_NP_308992.1_906,0.538
lcl|NC_002695.2_cds_NP_308993.1_907,0.484
lcl|NC_002695.2_cds_NP_308994.1_908,0.452
lcl|NC_002695.2_cds_NP_308995.1_909,0.526
lcl|NC_002695.2_cds_NP_308996.1_910,0.484
lcl|NC_002695.2_cds_NP_308997.1_911,0.538
lcl|NC_002695.2_cds_NP_308998.1_912,0.538
lcl|NC_002695.2_cds_NP_308999.1_913,0.534
lcl|NC_002695.2_cds_NP_309000.1_914,0.532
lcl|NC_002695.2_cds_NP_309001.1_915,0.477
lcl|NC_002695.2_cds_NP_309002.1_916,0.54
lcl|NC_002695.2_cds_NP_309003.2_917,0.51
lcl|NC_002695.2_cds_NP_309004.1_918,0.533
lcl|NC_002695.2_cds_NP_309005.1_919,0.527
lcl|NC_002695.2_cds_NP_309006.2_920,0.527
lcl|NC_002695.2_cds_NP_309007.1_921,0.516
lcl|NC_002695.2_cds_NP_309008.1_922,0.553
lcl|NC_002695.2_cds_NP_309009.1_923,0.461
lcl|NC_002695.2_cds_NP_309010.1_924,0.524
lcl|NC_002695.2_cds_NP_309011.2_925,0.477
lcl|NC_002695.2_cds_NP_309012.1_926,0.495
lcl|NC_002695.2_cds_NP_309013.1_927,0.514
lcl|NC_002695.2_cds_NP_309014.1_928,0.486
lcl|NC_002695.2_cds_NP_309015.2_929,0.508
lcl|NC_002695.2_cds_NP_309016.1_930,0.475
lcl|NC_002695.2_cds_NP_309017.1_931,0.503
lcl|NC_002695.2_cds_NP_309018.1_932,0.503
lcl|NC_002695.2_cds_NP_309019.2_933,0.502
lcl|NC_002695.2_cds_NP_309020.1_934,0.537
lcl|NC_002695.2_cds_NP_309021.1_935,0.512
lcl|NC_002695.2_cds_NP_309022.1_936,0.491
lcl|NC_002695.2_cds_NP_309023.2_937,0.497
lcl|NC_002695.2_cds_NP_309024.1_938,0.508
lcl|NC_002695.2_cds_NP_309025.1_939,0.552
lcl|NC_002695.2_cds_NP_309026.1_940,0.523
lcl|NC_002695.2_cds_NP_309027.1_941,0.481
lcl|NC_002695.2_cds_NP_309028.1_942,0.537
lcl|NC_002695.2_cds_NP_309029.1_943,0.522
lcl|NC_002695.2_cds_NP_309030.1_944,0.519
lcl|NC_002695.2_cds_NP_309031.1_945,0.517
lcl|NC_002695.2_cds_NP_309032.1_946,0.525
lcl|NC_002695.2_cds_NP_309033.1_947,0.515
lcl|NC_002695.2_cds_NP_309034.1_948,0.558
lcl|NC_002695.2_cds_NP_309035.1_949,0.531
lcl|NC_002695.2_cds_NP_309036.1_950,0.499
lcl|NC_002695.2_cds_NP_309037.1_951,0.52
lcl|NC_002695.2_cds_NP_309038.1_952,0.524
lcl|NC_002695.2_cds_NP_309039.1_953,0.477
lcl|NC_002695.2_cds_NP_309040.1_954,0.527
lcl|NC_002695.2_cds_NP_309041.1_955,0.511
lcl|NC_002695.2_cds_NP_309042.1_956,0.536
lcl|NC_002695.2_cds_NP_309043.1_957,0.553
lcl|NC_002695.2_cds_NP_309044.1_958,0.552
lcl|NC_002695.2_cds_NP_309045.1_959,0.575
lcl|NC_002695.2_cds_NP_309046.1_960,0.525
lcl|NC_002695.2_cds_NP_309047.1_961,0.538
lcl|NC_002695.2_cds_NP_309048.2_962,0.422
lcl|NC_002695.2_cds_NP_309049.1_963,0.457
